Date,Product_ID,Category,Subcategory,Supplier_ID,Price,Cost,Units_Sold,Discount,Promotion_Type,Revenue,Profit,Year,Month,Day,DayOfWeek,WeekOfYear,Has_Promotion,Profit_Margin,Lag_1,Lag_7,Lag_30,Rolling_Mean_7,Rolling_Mean_30
2024-12-19,P0018,Clothing,Accessories,S010,58.29,32.66,12,0.0,No Promotion,699.48,307.56000000000006,2024,12,19,3,51,0,25.630000000000003,17.0,19.0,10.0,18.428571428571427,20.933333333333334
2024-12-20,P0018,Clothing,Accessories,S010,58.99,35.08,17,0.0,No Promotion,1002.83,406.4700000000001,2024,12,20,4,51,0,23.910000000000004,12.0,16.0,17.0,17.428571428571427,21.0
2024-12-21,P0018,Clothing,Accessories,S010,76.55,55.73,9,0.0,No Promotion,688.9499999999999,187.38,2024,12,21,5,51,0,20.82,17.0,26.0,20.0,17.571428571428573,21.0
2024-12-22,P0018,Clothing,Accessories,S010,57.05,33.96,22,0.0,No Promotion,1255.1,507.9799999999999,2024,12,22,6,51,0,23.089999999999996,9.0,22.0,23.0,15.142857142857142,20.633333333333333
2024-12-23,P0018,Clothing,Accessories,S010,59.54,31.1,9,0.0,No Promotion,535.86,255.95999999999998,2024,12,23,0,52,0,28.439999999999998,22.0,12.0,84.0,15.142857142857142,20.6
2024-12-24,P0018,Clothing,Accessories,S010,58.62,26.53,22,0.0,No Promotion,1289.6399999999999,705.9799999999999,2024,12,24,1,52,0,32.089999999999996,9.0,17.0,22.0,14.714285714285714,18.1
2024-12-25,P0018,Clothing,Accessories,S010,58.95,43.37,20,0.0,No Promotion,1179.0,311.60000000000014,2024,12,25,2,52,0,15.580000000000005,22.0,17.0,20.0,15.428571428571429,18.1
2024-12-26,P0018,Clothing,Accessories,S010,59.65,46.34,15,0.0,No Promotion,894.75,199.64999999999992,2024,12,26,3,52,0,13.309999999999995,20.0,12.0,29.0,15.857142857142858,18.1
2024-12-27,P0018,Clothing,Accessories,S010,60.85,37.58,16,0.0,No Promotion,973.6,372.32000000000005,2024,12,27,4,52,0,23.270000000000003,15.0,17.0,16.0,16.285714285714285,17.633333333333333
2024-12-28,P0018,Clothing,Accessories,S010,59.36,37.16,29,0.0,No Promotion,1721.44,643.8000000000001,2024,12,28,5,52,0,22.200000000000003,16.0,9.0,11.0,16.142857142857142,17.633333333333333
2024-12-29,P0018,Clothing,Accessories,S010,58.19,37.59,30,0.0,No Promotion,1745.6999999999998,617.9999999999998,2024,12,29,6,52,0,20.599999999999994,29.0,22.0,24.0,19.0,18.233333333333334
2024-12-30,P0018,Clothing,Accessories,S010,58.24,42.7,17,0.0,No Promotion,990.08,264.18,2024,12,30,0,1,0,15.54,30.0,9.0,25.0,20.142857142857142,18.433333333333334
2024-12-31,P0018,Clothing,Accessories,S010,58.55,29.38,27,0.0,No Promotion,1580.85,787.5899999999999,2024,12,31,1,1,0,29.169999999999998,17.0,22.0,22.0,21.285714285714285,18.166666666666668
2025-01-01,P0018,Clothing,Accessories,S010,57.78,26.21,22,0.0,No Promotion,1271.16,694.54,2025,1,1,2,1,0,31.57,27.0,20.0,26.0,22.0,18.333333333333332
2025-01-02,P0018,Clothing,Accessories,S010,59.02,38.37,47,0.0,No Promotion,2773.94,970.5500000000003,2025,1,2,3,1,0,20.650000000000006,22.0,15.0,15.0,22.285714285714285,18.2
2025-01-03,P0018,Clothing,Accessories,S010,59.21,33.72,32,0.0,No Promotion,1894.72,815.6800000000001,2025,1,3,4,1,0,25.490000000000002,47.0,16.0,6.0,26.857142857142858,19.266666666666666
2025-01-04,P0018,Clothing,Accessories,S010,59.11,46.2,40,0.0,No Promotion,2364.4,516.3999999999999,2025,1,4,5,1,0,12.909999999999997,32.0,29.0,13.0,29.142857142857142,20.133333333333333
2025-01-05,P0018,Clothing,Accessories,S010,60.81,51.66,35,0.0,No Promotion,2128.35,320.2500000000002,2025,1,5,6,1,0,9.150000000000006,40.0,30.0,15.0,30.714285714285715,21.033333333333335
2025-01-06,P0018,Clothing,Accessories,S010,60.0,27.33,27,0.0,No Promotion,1620.0,882.09,2025,1,6,0,2,0,32.67,35.0,17.0,24.0,31.428571428571427,21.7
2025-01-07,P0018,Clothing,Accessories,S010,58.26,47.87,26,0.0,No Promotion,1514.76,270.14,2025,1,7,1,2,0,10.39,27.0,27.0,27.0,32.857142857142854,21.8
2025-01-08,P0018,Clothing,Accessories,S010,60.5,35.27,20,0.0,No Promotion,1210.0,504.5999999999999,2025,1,8,2,2,0,25.229999999999997,26.0,22.0,14.0,32.714285714285715,21.766666666666666
2025-01-09,P0018,Clothing,Accessories,S010,58.74,47.93,32,0.0,No Promotion,1879.68,345.9200000000001,2025,1,9,3,2,0,10.810000000000002,20.0,47.0,11.0,32.42857142857143,21.966666666666665
2025-01-10,P0018,Clothing,Accessories,S010,58.97,46.47,23,0.0,No Promotion,1356.31,287.5,2025,1,10,4,2,0,12.5,32.0,32.0,25.0,30.285714285714285,22.666666666666668
2025-01-11,P0018,Clothing,Accessories,S010,59.21,49.01,37,0.0,No Promotion,2190.77,377.4000000000001,2025,1,11,5,2,0,10.200000000000003,23.0,40.0,19.0,29.0,22.6
2025-01-12,P0018,Clothing,Accessories,S010,56.74,41.18,38,0.0,No Promotion,2156.12,591.2800000000001,2025,1,12,6,2,0,15.560000000000002,37.0,35.0,16.0,28.571428571428573,23.2
2025-01-13,P0018,Clothing,Accessories,S010,57.84,36.99,28,0.0,No Promotion,1619.52,583.8000000000001,2025,1,13,0,3,0,20.85,38.0,27.0,26.0,29.0,23.933333333333334
2025-01-14,P0018,Clothing,Accessories,S010,57.42,45.84,27,0.0,No Promotion,1550.3400000000001,312.65999999999997,2025,1,14,1,3,0,11.579999999999998,28.0,26.0,22.0,29.142857142857142,24.0
2025-01-15,P0018,Clothing,Accessories,S010,58.89,26.58,20,0.0,No Promotion,1177.8,646.2,2025,1,15,2,3,0,32.31,27.0,20.0,12.0,29.285714285714285,24.166666666666668
2025-01-16,P0018,Clothing,Accessories,S010,59.68,29.59,21,0.0,No Promotion,1253.28,631.89,2025,1,16,3,3,0,30.09,20.0,32.0,17.0,29.285714285714285,24.433333333333334
2025-01-17,P0018,Clothing,Accessories,S010,58.54,39.31,21,0.0,No Promotion,1229.34,403.8299999999999,2025,1,17,4,3,0,19.229999999999997,21.0,23.0,17.0,27.714285714285715,24.566666666666666
2025-01-18,P0018,Clothing,Accessories,S010,60.09,35.55,25,0.0,No Promotion,1502.25,613.5000000000001,2025,1,18,5,3,0,24.540000000000006,21.0,37.0,12.0,27.428571428571427,24.7
2025-01-19,P0018,Clothing,Accessories,S010,58.45,26.83,23,0.0,No Promotion,1344.3500000000001,727.2600000000001,2025,1,19,6,3,0,31.620000000000005,25.0,38.0,17.0,25.714285714285715,25.133333333333333
2025-01-20,P0018,Clothing,Accessories,S010,58.17,37.04,28,0.0,No Promotion,1628.76,591.6400000000001,2025,1,20,0,4,0,21.130000000000003,23.0,28.0,9.0,23.571428571428573,25.333333333333332
2025-01-21,P0018,Clothing,Accessories,S010,60.12,30.76,20,0.0,No Promotion,1202.3999999999999,587.1999999999999,2025,1,21,1,4,0,29.359999999999996,28.0,27.0,22.0,23.571428571428573,25.966666666666665
2025-01-22,P0018,Clothing,Accessories,S010,58.33,43.08,25,0.0,No Promotion,1458.25,381.25,2025,1,22,2,4,0,15.25,20.0,20.0,9.0,22.571428571428573,25.9
2025-01-23,P0018,Clothing,Accessories,S010,59.88,31.6,14,0.0,No Promotion,838.32,395.92,2025,1,23,3,4,0,28.28,25.0,21.0,22.0,23.285714285714285,26.433333333333334
2025-01-24,P0018,Clothing,Accessories,S010,57.92,41.21,30,0.0,No Promotion,1737.6000000000001,501.3,2025,1,24,4,4,0,16.71,14.0,21.0,20.0,22.285714285714285,26.166666666666668
2025-01-25,P0018,Clothing,Accessories,S010,57.53,42.22,33,0.0,No Promotion,1898.49,505.2300000000001,2025,1,25,5,4,0,15.310000000000002,30.0,25.0,15.0,23.571428571428573,26.5
2025-01-26,P0018,Clothing,Accessories,S010,59.54,41.4,32,0.0,No Promotion,1905.28,580.48,2025,1,26,6,4,0,18.14,33.0,23.0,16.0,24.714285714285715,27.1
2025-01-27,P0018,Clothing,Accessories,S010,57.9,35.87,27,0.0,No Promotion,1563.3,594.8100000000001,2025,1,27,0,5,0,22.03,32.0,28.0,29.0,26.0,27.633333333333333
2025-01-28,P0018,Clothing,Accessories,S010,59.25,38.18,27,0.0,No Promotion,1599.75,568.89,2025,1,28,1,5,0,21.07,27.0,20.0,30.0,25.857142857142858,27.566666666666666
2025-01-29,P0018,Clothing,Accessories,S010,58.8,43.85,25,0.0,No Promotion,1470.0,373.7499999999999,2025,1,29,2,5,0,14.949999999999996,27.0,25.0,17.0,26.857142857142858,27.466666666666665
2025-01-30,P0018,Clothing,Accessories,S010,60.13,37.53,26,0.0,No Promotion,1563.38,587.6,2025,1,30,3,5,0,22.6,25.0,14.0,27.0,26.857142857142858,27.733333333333334
2025-01-31,P0018,Clothing,Accessories,S010,59.77,35.17,28,0.0,No Promotion,1673.5600000000002,688.8000000000001,2025,1,31,4,5,0,24.6,26.0,30.0,22.0,28.571428571428573,27.7
2025-02-01,P0018,Clothing,Accessories,S010,58.86,46.6,14,0.0,No Promotion,824.04,171.64,2025,2,1,5,5,0,12.259999999999998,28.0,33.0,47.0,28.285714285714285,27.9
2025-02-02,P0018,Clothing,Accessories,S010,58.43,37.14,16,0.0,No Promotion,934.88,340.64,2025,2,2,6,5,0,21.29,14.0,32.0,32.0,25.571428571428573,26.8
2025-02-03,P0018,Clothing,Accessories,S010,59.69,42.45,12,0.0,No Promotion,716.28,206.87999999999994,2025,2,3,0,6,0,17.239999999999995,16.0,27.0,40.0,23.285714285714285,26.266666666666666
2025-02-04,P0018,Clothing,Accessories,S010,56.91,45.98,16,0.0,No Promotion,910.56,174.88,2025,2,4,1,6,0,10.93,12.0,27.0,35.0,21.142857142857142,25.333333333333332
2025-02-05,P0018,Clothing,Accessories,S010,58.84,38.07,20,0.0,No Promotion,1176.8000000000002,415.4000000000001,2025,2,5,2,6,0,20.770000000000003,16.0,25.0,27.0,19.571428571428573,24.7
2025-02-06,P0018,Clothing,Accessories,S010,57.24,34.23,23,0.0,No Promotion,1316.52,529.2300000000001,2025,2,6,3,6,0,23.010000000000005,20.0,26.0,26.0,18.857142857142858,24.466666666666665
2025-02-07,P0018,Clothing,Accessories,S010,59.53,41.41,20,0.0,No Promotion,1190.6,362.4000000000001,2025,2,7,4,6,0,18.120000000000005,23.0,28.0,20.0,18.428571428571427,24.366666666666667
2025-02-08,P0018,Clothing,Accessories,S010,59.26,37.18,17,0.0,No Promotion,1007.42,375.35999999999996,2025,2,8,5,6,0,22.08,20.0,14.0,32.0,17.285714285714285,24.366666666666667
2025-02-09,P0018,Clothing,Accessories,S010,58.56,33.49,18,0.0,No Promotion,1054.08,451.26,2025,2,9,6,6,0,25.07,17.0,16.0,23.0,17.714285714285715,23.866666666666667
2025-02-10,P0018,Clothing,Accessories,S010,58.14,45.4,17,0.0,No Promotion,988.38,216.58000000000004,2025,2,10,0,7,0,12.740000000000002,18.0,12.0,37.0,18.0,23.7
2025-02-11,P0018,Clothing,Accessories,S010,58.97,26.76,25,0.0,No Promotion,1474.25,805.2499999999999,2025,2,11,1,7,0,32.209999999999994,17.0,16.0,38.0,18.714285714285715,23.033333333333335
2025-02-12,P0018,Clothing,Accessories,S010,59.46,32.32,20,0.0,No Promotion,1189.2,542.8,2025,2,12,2,7,0,27.14,25.0,20.0,28.0,20.0,22.6
2025-02-13,P0018,Clothing,Accessories,S010,58.55,30.96,26,0.0,No Promotion,1522.3,717.3399999999999,2025,2,13,3,7,0,27.589999999999996,20.0,23.0,27.0,20.0,22.333333333333332
2025-02-14,P0018,Clothing,Accessories,S010,59.43,38.88,7,0.0,No Promotion,416.01,143.84999999999997,2025,2,14,4,7,0,20.549999999999997,26.0,20.0,20.0,20.428571428571427,22.3
2025-02-15,P0018,Clothing,Accessories,S010,58.86,34.19,23,0.0,No Promotion,1353.78,567.4100000000001,2025,2,15,5,7,0,24.67,7.0,17.0,21.0,18.571428571428573,21.866666666666667
2025-02-16,P0018,Clothing,Accessories,S010,58.73,49.29,16,0.0,No Promotion,939.68,151.03999999999996,2025,2,16,6,7,0,9.439999999999998,23.0,18.0,21.0,19.428571428571427,21.933333333333334
2025-02-17,P0018,Clothing,Accessories,S010,59.42,40.92,20,0.0,No Promotion,1188.4,370.0,2025,2,17,0,8,0,18.5,16.0,17.0,25.0,19.142857142857142,21.766666666666666
2025-02-18,P0018,Clothing,Accessories,S010,59.11,33.2,13,0.0,No Promotion,768.43,336.8299999999999,2025,2,18,1,8,0,25.909999999999997,20.0,25.0,23.0,19.571428571428573,21.6
2025-02-19,P0018,Clothing,Accessories,S010,57.86,45.47,21,0.0,No Promotion,1215.06,260.19,2025,2,19,2,8,0,12.39,13.0,20.0,28.0,17.857142857142858,21.266666666666666
2025-02-20,P0018,Clothing,Accessories,S010,58.43,40.98,13,0.0,No Promotion,759.59,226.85000000000002,2025,2,20,3,8,0,17.450000000000003,21.0,26.0,20.0,18.0,21.033333333333335
2025-02-21,P0018,Clothing,Accessories,S010,58.06,38.74,19,0.0,No Promotion,1103.14,367.08,2025,2,21,4,8,0,19.32,13.0,7.0,25.0,16.142857142857142,20.8
2025-02-22,P0018,Clothing,Accessories,S010,55.54,25.24,28,0.0,No Promotion,1555.12,848.4,2025,2,22,5,8,0,30.3,19.0,23.0,14.0,17.857142857142858,20.6
2025-02-23,P0018,Clothing,Accessories,S010,57.91,42.84,20,0.0,No Promotion,1158.1999999999998,301.39999999999986,2025,2,23,6,8,0,15.069999999999993,28.0,16.0,30.0,18.571428571428573,21.066666666666666
2025-02-24,P0018,Clothing,Accessories,S010,58.17,48.93,21,0.0,No Promotion,1221.57,194.04000000000005,2025,2,24,0,9,0,9.240000000000002,20.0,20.0,33.0,19.142857142857142,20.733333333333334
2025-02-25,P0018,Clothing,Accessories,S010,58.26,27.49,22,0.0,No Promotion,1281.72,676.9399999999999,2025,2,25,1,9,0,30.77,21.0,13.0,32.0,19.285714285714285,20.333333333333332
2025-02-26,P0018,Clothing,Accessories,S010,58.46,36.47,18,0.0,No Promotion,1052.28,395.82000000000005,2025,2,26,2,9,0,21.990000000000002,22.0,21.0,27.0,20.571428571428573,20.0
2025-02-27,P0018,Clothing,Accessories,S010,58.62,45.57,20,0.0,No Promotion,1172.3999999999999,260.99999999999994,2025,2,27,3,9,0,13.049999999999997,18.0,13.0,27.0,20.142857142857142,19.7
2025-02-28,P0018,Clothing,Accessories,S010,59.14,28.73,20,0.0,No Promotion,1182.8,608.2,2025,2,28,4,9,0,30.41,20.0,19.0,25.0,21.142857142857142,19.466666666666665
2025-03-01,P0018,Clothing,Accessories,S010,58.9,34.99,34,0.0,No Promotion,2002.6,812.9399999999998,2025,3,1,5,9,0,23.909999999999997,20.0,28.0,26.0,21.285714285714285,19.3
2025-03-02,P0018,Clothing,Accessories,S010,58.22,37.18,35,0.0,No Promotion,2037.7,736.4,2025,3,2,6,9,0,21.04,34.0,20.0,28.0,22.142857142857142,19.566666666666666
2025-03-03,P0018,Clothing,Accessories,S010,57.63,26.8,24,0.0,No Promotion,1383.1200000000001,739.9200000000001,2025,3,3,0,10,0,30.830000000000002,35.0,21.0,14.0,24.285714285714285,19.8
2025-03-04,P0018,Clothing,Accessories,S010,58.15,41.03,27,0.0,No Promotion,1570.05,462.23999999999995,2025,3,4,1,10,0,17.119999999999997,24.0,22.0,16.0,24.714285714285715,20.133333333333333
2025-03-05,P0018,Clothing,Accessories,S010,58.67,49.15,19,0.0,No Promotion,1114.73,180.88000000000005,2025,3,5,2,10,0,9.520000000000003,27.0,18.0,12.0,25.428571428571427,20.5
2025-03-06,P0018,Clothing,Accessories,S010,59.39,29.43,25,0.0,No Promotion,1484.75,749.0,2025,3,6,3,10,0,29.96,19.0,20.0,16.0,25.571428571428573,20.733333333333334
2025-03-07,P0018,Clothing,Accessories,S010,58.53,47.3,36,0.0,No Promotion,2107.08,404.28000000000014,2025,3,7,4,10,0,11.230000000000004,25.0,20.0,20.0,26.285714285714285,21.033333333333335
2025-03-08,P0018,Clothing,Accessories,S010,58.94,42.57,32,0.0,No Promotion,1886.08,523.8399999999999,2025,3,8,5,10,0,16.369999999999997,36.0,34.0,23.0,28.571428571428573,21.566666666666666
2025-03-09,P0018,Clothing,Accessories,S010,59.17,38.59,30,0.0,No Promotion,1775.1000000000001,617.4,2025,3,9,6,10,0,20.58,32.0,35.0,20.0,28.285714285714285,21.866666666666667
2025-03-10,P0018,Clothing,Accessories,S010,57.34,37.75,29,0.0,No Promotion,1662.8600000000001,568.1100000000001,2025,3,10,0,11,0,19.590000000000003,30.0,24.0,17.0,27.571428571428573,22.2
2025-03-11,P0018,Clothing,Accessories,S010,59.18,32.92,17,0.0,No Promotion,1006.06,446.41999999999996,2025,3,11,1,11,0,26.259999999999998,29.0,27.0,18.0,28.285714285714285,22.6
2025-03-12,P0018,Clothing,Accessories,S010,59.5,43.72,35,0.0,No Promotion,2082.5,552.3000000000001,2025,3,12,2,11,0,15.780000000000001,17.0,19.0,17.0,26.857142857142858,22.566666666666666
2025-03-13,P0018,Clothing,Accessories,S010,58.93,41.19,32,0.0,No Promotion,1885.76,567.6800000000001,2025,3,13,3,11,0,17.740000000000002,35.0,25.0,25.0,29.142857142857142,23.166666666666668
2025-03-14,P0018,Clothing,Accessories,S010,58.15,29.06,26,0.0,No Promotion,1511.8999999999999,756.34,2025,3,14,4,11,0,29.09,32.0,36.0,20.0,30.142857142857142,23.4
2025-03-15,P0018,Clothing,Accessories,S010,58.31,36.15,27,0.0,No Promotion,1574.3700000000001,598.32,2025,3,15,5,11,0,22.160000000000004,26.0,32.0,26.0,28.714285714285715,23.6
2025-03-16,P0018,Clothing,Accessories,S010,57.57,36.89,33,0.0,No Promotion,1899.81,682.4399999999999,2025,3,16,6,11,0,20.68,27.0,30.0,7.0,28.0,23.633333333333333
2025-03-17,P0018,Clothing,Accessories,S010,58.32,33.19,34,0.0,No Promotion,1982.88,854.4200000000001,2025,3,17,0,12,0,25.130000000000003,33.0,29.0,23.0,28.428571428571427,24.5
2025-03-18,P0018,Clothing,Accessories,S010,58.27,41.57,24,0.0,No Promotion,1398.48,400.80000000000007,2025,3,18,1,12,0,16.700000000000003,34.0,17.0,16.0,29.142857142857142,24.866666666666667
2025-03-19,P0018,Clothing,Accessories,S010,58.01,46.28,33,0.0,No Promotion,1914.33,387.0899999999999,2025,3,19,2,12,0,11.729999999999997,24.0,35.0,20.0,30.142857142857142,25.133333333333333
2025-03-20,P0018,Clothing,Accessories,S010,58.84,32.69,20,0.0,No Promotion,1176.8000000000002,523.0000000000001,2025,3,20,3,12,0,26.150000000000006,33.0,32.0,13.0,29.857142857142858,25.566666666666666
2025-03-21,P0018,Clothing,Accessories,S010,49.18,33.41,29,0.0,No Promotion,1426.22,457.3300000000001,2025,3,21,4,12,0,15.770000000000003,20.0,26.0,21.0,28.142857142857142,25.8
2025-03-22,P0018,Clothing,Accessories,S010,60.37,27.33,38,0.0,No Promotion,2294.06,1255.52,2025,3,22,5,12,0,33.04,29.0,27.0,13.0,28.571428571428573,26.066666666666666
2025-03-23,P0018,Clothing,Accessories,S010,57.82,33.86,55,16.2,FlashSale,3180.1,1317.8,2025,3,23,6,12,1,23.96,38.0,33.0,19.0,30.142857142857142,26.9
2025-03-24,P0018,Clothing,Accessories,S010,58.48,37.17,21,0.0,No Promotion,1228.08,447.5099999999999,2025,3,24,0,13,0,21.309999999999995,55.0,34.0,28.0,33.285714285714285,28.1
2025-03-25,P0018,Clothing,Accessories,S010,58.33,46.65,25,0.0,No Promotion,1458.25,292.0,2025,3,25,1,13,0,11.68,21.0,24.0,20.0,31.428571428571427,27.866666666666667
2025-03-26,P0018,Clothing,Accessories,S010,59.64,49.78,25,0.0,No Promotion,1491.0,246.5,2025,3,26,2,13,0,9.86,25.0,33.0,21.0,31.571428571428573,28.033333333333335
2025-03-27,P0018,Clothing,Accessories,S010,59.37,43.09,28,0.0,No Promotion,1662.36,455.8399999999998,2025,3,27,3,13,0,16.279999999999994,25.0,20.0,22.0,30.428571428571427,28.166666666666668
2025-03-28,P0018,Clothing,Accessories,S010,57.24,33.34,28,0.0,No Promotion,1602.72,669.1999999999999,2025,3,28,4,13,0,23.9,28.0,29.0,18.0,31.571428571428573,28.366666666666667
2025-03-29,P0018,Clothing,Accessories,S010,59.35,36.89,30,0.0,No Promotion,1780.5,673.8000000000001,2025,3,29,5,13,0,22.46,28.0,38.0,20.0,31.428571428571427,28.7
2025-03-30,P0018,Clothing,Accessories,S010,58.92,30.86,27,0.0,No Promotion,1590.8400000000001,757.6200000000001,2025,3,30,6,13,0,28.060000000000002,30.0,55.0,20.0,30.285714285714285,29.033333333333335
2025-03-31,P0018,Clothing,Accessories,S010,58.09,29.36,19,0.0,No Promotion,1103.71,545.8700000000001,2025,3,31,0,14,0,28.730000000000004,27.0,21.0,34.0,26.285714285714285,29.266666666666666
2025-04-01,P0018,Clothing,Accessories,S010,57.2,29.37,27,0.0,No Promotion,1544.4,751.4100000000001,2025,4,1,1,14,0,27.830000000000002,19.0,25.0,35.0,26.0,28.766666666666666
2025-04-02,P0018,Clothing,Accessories,S010,59.54,40.02,28,0.0,No Promotion,1667.12,546.56,2025,4,2,2,14,0,19.519999999999996,27.0,25.0,24.0,26.285714285714285,28.5
2025-04-03,P0018,Clothing,Accessories,S010,59.18,33.95,24,0.0,No Promotion,1420.32,605.52,2025,4,3,3,14,0,25.229999999999997,28.0,28.0,27.0,26.714285714285715,28.633333333333333
2025-04-04,P0018,Clothing,Accessories,S010,59.18,41.42,24,0.0,No Promotion,1420.32,426.23999999999995,2025,4,4,4,14,0,17.759999999999998,24.0,28.0,19.0,26.142857142857142,28.533333333333335
2025-04-05,P0018,Clothing,Accessories,S010,60.49,43.8,45,0.0,No Promotion,2722.05,751.0500000000002,2025,4,5,5,14,0,16.690000000000005,24.0,30.0,25.0,25.571428571428573,28.7
2025-04-06,P0018,Clothing,Accessories,S010,58.08,32.97,21,0.0,No Promotion,1219.68,527.31,2025,4,6,6,14,0,25.11,45.0,27.0,36.0,27.714285714285715,29.366666666666667
2025-04-07,P0018,Clothing,Accessories,S010,58.3,36.02,35,0.0,No Promotion,2040.5,779.7999999999998,2025,4,7,0,15,0,22.279999999999994,21.0,19.0,32.0,26.857142857142858,28.866666666666667
2025-04-08,P0018,Clothing,Accessories,S010,56.11,46.82,30,0.0,No Promotion,1683.3,278.7,2025,4,8,1,15,0,9.29,35.0,27.0,30.0,29.142857142857142,28.966666666666665
2025-04-09,P0018,Clothing,Accessories,S010,58.39,41.28,20,0.0,No Promotion,1167.8,342.2,2025,4,9,2,15,0,17.11,30.0,28.0,29.0,29.571428571428573,28.966666666666665
2025-04-10,P0018,Clothing,Accessories,S010,58.11,44.68,24,0.0,No Promotion,1394.6399999999999,322.32,2025,4,10,3,15,0,13.43,20.0,24.0,17.0,28.428571428571427,28.666666666666668
2025-04-11,P0018,Clothing,Accessories,S010,59.17,36.21,23,0.0,No Promotion,1360.91,528.08,2025,4,11,4,15,0,22.96,24.0,24.0,35.0,28.428571428571427,28.9
2025-04-12,P0018,Clothing,Accessories,S010,58.97,47.84,34,0.0,No Promotion,2004.98,378.41999999999985,2025,4,12,5,15,0,11.129999999999995,23.0,45.0,32.0,28.285714285714285,28.5
2025-04-13,P0018,Clothing,Accessories,S010,59.04,29.04,31,0.0,No Promotion,1830.24,930.0,2025,4,13,6,15,0,30.0,34.0,21.0,26.0,26.714285714285715,28.566666666666666
2025-04-14,P0018,Clothing,Accessories,S010,57.08,39.14,27,0.0,No Promotion,1541.1599999999999,484.37999999999994,2025,4,14,0,16,0,17.939999999999998,31.0,35.0,27.0,28.142857142857142,28.733333333333334
2025-04-15,P0018,Clothing,Accessories,S010,57.89,31.56,24,0.0,No Promotion,1389.3600000000001,631.9200000000001,2025,4,15,1,16,0,26.330000000000002,27.0,30.0,33.0,27.0,28.733333333333334
2025-04-16,P0018,Clothing,Accessories,S010,59.71,39.14,19,0.0,No Promotion,1134.49,390.83,2025,4,16,2,16,0,20.57,24.0,20.0,34.0,26.142857142857142,28.433333333333334
2025-04-17,P0018,Clothing,Accessories,S010,58.83,40.35,28,0.0,No Promotion,1647.24,517.4399999999999,2025,4,17,3,16,0,18.479999999999997,19.0,24.0,24.0,26.0,27.933333333333334
2025-04-18,P0018,Clothing,Accessories,S010,59.04,30.79,21,0.0,No Promotion,1239.84,593.25,2025,4,18,4,16,0,28.25,28.0,23.0,33.0,26.571428571428573,28.066666666666666
2025-04-19,P0018,Clothing,Accessories,S010,58.62,43.07,33,0.0,No Promotion,1934.4599999999998,513.1499999999999,2025,4,19,5,16,0,15.549999999999997,21.0,34.0,20.0,26.285714285714285,27.666666666666668
2025-04-20,P0018,Clothing,Accessories,S010,59.43,39.94,27,0.0,No Promotion,1604.61,526.23,2025,4,20,6,16,0,19.490000000000002,33.0,31.0,29.0,26.142857142857142,28.1
2025-04-21,P0018,Clothing,Accessories,S010,58.52,35.89,29,0.0,No Promotion,1697.0800000000002,656.2700000000001,2025,4,21,0,17,0,22.630000000000003,27.0,27.0,38.0,25.571428571428573,28.033333333333335
2025-04-22,P0018,Clothing,Accessories,S010,58.35,34.36,27,0.0,No Promotion,1575.45,647.73,2025,4,22,1,17,0,23.990000000000002,29.0,24.0,55.0,25.857142857142858,27.733333333333334
2025-04-23,P0018,Clothing,Accessories,S010,61.05,46.5,22,0.0,No Promotion,1343.1,320.0999999999999,2025,4,23,2,17,0,14.549999999999997,27.0,19.0,21.0,26.285714285714285,26.8
2025-04-24,P0018,Clothing,Accessories,S010,58.17,49.03,27,0.0,No Promotion,1570.5900000000001,246.78000000000003,2025,4,24,3,17,0,9.14,22.0,28.0,25.0,26.714285714285715,26.833333333333332
2025-04-25,P0018,Clothing,Accessories,S010,58.66,28.38,20,0.0,No Promotion,1173.1999999999998,605.5999999999999,2025,4,25,4,17,0,30.279999999999998,27.0,21.0,25.0,26.571428571428573,26.9
2025-04-26,P0018,Clothing,Accessories,S010,57.54,39.92,31,0.0,No Promotion,1783.74,546.2199999999999,2025,4,26,5,17,0,17.619999999999997,20.0,33.0,28.0,26.428571428571427,26.733333333333334
2025-04-27,P0018,Clothing,Accessories,S010,58.5,48.91,27,0.0,No Promotion,1579.5,258.93000000000006,2025,4,27,6,17,0,9.590000000000003,31.0,27.0,28.0,26.142857142857142,26.833333333333332
2025-04-28,P0018,Clothing,Accessories,S010,59.3,33.56,27,0.0,No Promotion,1601.1,694.9799999999999,2025,4,28,0,18,0,25.739999999999995,27.0,29.0,30.0,26.142857142857142,26.8
2025-04-29,P0018,Clothing,Accessories,S010,58.15,41.5,23,0.0,No Promotion,1337.45,382.95,2025,4,29,1,18,0,16.65,27.0,27.0,27.0,25.857142857142858,26.7
2025-04-30,P0018,Clothing,Accessories,S010,59.3,38.35,19,0.0,No Promotion,1126.7,398.0499999999999,2025,4,30,2,18,0,20.949999999999996,23.0,22.0,19.0,25.285714285714285,26.566666666666666
2025-05-01,P0018,Clothing,Accessories,S010,60.03,41.6,33,41.3,FlashSale,1980.99,608.1899999999999,2025,5,1,3,18,1,18.43,19.0,27.0,27.0,24.857142857142858,26.566666666666666
2025-05-02,P0018,Clothing,Accessories,S010,56.43,35.43,16,0.0,No Promotion,902.88,336.0,2025,5,2,4,18,0,21.0,33.0,20.0,28.0,25.714285714285715,26.766666666666666
2025-05-03,P0018,Clothing,Accessories,S010,58.02,32.6,16,0.0,No Promotion,928.32,406.72,2025,5,3,5,18,0,25.42,16.0,31.0,24.0,25.142857142857142,26.366666666666667
